,Alamat,Email,Kategori,Kode Kategori,Nama Perusahaan,Status Badan Usaha,Telp1,Telp2,Telp3,Website
115,"JL JENDRAL SUDIRMAN RT. 01/RW. 21, TENGKERANG TENGAH, KEC. MARPOYAN DAMAI, KOTA PEKANBARU 28282",,"Kesenian, Hiburan, dan Rekreasi",,KARAOKE HAPPY PUPPY,None,081267281115,,,
116,"JL SULTAN HASANUDDIN RT. 19, RIMBA SEKAMPUNG, KEC. DUMAI KOTA, KOTA D U M A I 28822",,"Kesenian, Hiburan, dan Rekreasi",,KAROKE PING,None,0812761002000,,,
117,"JL LINTAS TIMUR BLOK B NO 15 MANDIRI SWALAYAN RT. 01/RW. 08, PANGKALAN KERINCI TIMUR, KEC. PANGKALAN KERINCI, KAB. PELALAWAN 28300",,"Kesenian, Hiburan, dan Rekreasi",,KARYA RIAU ABADI,PT,0761-494774,,,
118,"JL SATRIA KUANTAN REGENCY NOMOR 04 RT. 01/RW. 21, REJOSARI, KEC. TENAYAN RAYA, KOTA PEKANBARU 28241",,"Kesenian, Hiburan, dan Rekreasi",,KARYA RIAU MANDIRI,PT,0761-7891777,,,
119,"JL SOEKARNO HATTA MALL SKA RT. 02/RW. 12, DELIMA, KEC. TAMPAN, KOTA PEKANBARU 28291",office@bumd-pdb.co.id,"Kesenian, Hiburan, dan Rekreasi",,KINDERLAND,None,,,,
120,"JL HANG TUAH RT. 03/RW. 01, REJOSARI, KEC. TENAYAN RAYA, KOTA PEKANBARU 28241",,"Kesenian, Hiburan, dan Rekreasi",,KOLAM RENANG ARAS ARAS CIPI,PT,085278033396,,,
121,"JL LABERSA RT. 04/RW. 01, TANAH MERAH, KEC. SIAK HULU, KAB. KAMPAR 28452",,"Kesenian, Hiburan, dan Rekreasi",,LAPANGAN GOLF,None,0761-7865591,,,www.labersa.com
122,"JL SOEKARNO HATTA NO RT. 02/RW. 12, DELIMA, KEC. TAMPAN, KOTA PEKANBARU 28291",,"Kesenian, Hiburan, dan Rekreasi",,MAESTRO KARAOKE,None,082387320975,,,
123,"JL SULTAN SYARIF QASIM NO 110 ABCD RT. 04/RW. 03, RINTIS, KEC. LIMAPULUH, KOTA PEKANBARU 28141",,"Kesenian, Hiburan, dan Rekreasi",,NEW PARAGON KTV & CAKE,None,081268186808,,,
124,"JL JEND SUDIRMAN LT 4 GD SURYA DUMAI RT. 03/RW. 04, SIMPANG EMPAT, KEC. PEKANBARU KOTA, KOTA PEKANBARU 28116",,"Kesenian, Hiburan, dan Rekreasi",,PANCA CIPTA RUPAT,None,0761-44123,,,
125,"JL PROF M YAMIN RT. 10, PANGKALAN SESAI, KEC. DUMAI BARAT, KOTA D U M A I 28824",,"Kesenian, Hiburan, dan Rekreasi",,PEMBARUAN MEDIA NUSANTARA,PT,0811758720,,,
126,"JL LINTAS SUMATERA KM 5 BAGAN SINEMBAH, BAHTERA MAKMUR, KEC. BAGAN SINEMBAH, KAB. ROKAN HILIR 28992",,"Kesenian, Hiburan, dan Rekreasi",,PLATINUM WAHANA REKREASI,PT,,,,
127,"JL SULTAN SYARIF QASIM NO 120 RT. 04/RW. 03, RINTIS, KEC. LIMAPULUH, KOTA PEKANBARU 28141",,"Kesenian, Hiburan, dan Rekreasi",,PUTRA JAYA SENTOSA,PT,0761-33138,,,
128,"JL SIAK TUMANG RT. 03/RW. 04, KAMPUNG REMPAK, KEC. SIAK, KAB. S I A K 28671",,"Kesenian, Hiburan, dan Rekreasi",,QUEEN STAR GEMILANG,PT,081268398858,,,
129,"JL TUANKU TAMBUSAI NO 62 RT. 01/RW. 01, BAGAN BATU KOTA, KEC. BAGAN SINEMBAH, KAB. ROKAN HILIR 28992",,"Kesenian, Hiburan, dan Rekreasi",,ROHIL MEDIA KABEL,PT,,,,
130,"JL RAYA PASIR PUTIH KM 5 RT. 04/RW. 01, DESA BARU, KEC. SIAK HULU, KAB. KAMPAR 28452",,"Kesenian, Hiburan, dan Rekreasi",,SPADADIA WISATA BOOMBARA,PT,082388206922,,,
131,"MALL SKA BLOK E 64-68 RT. 02/RW. 12, DELIMA, KEC. TAMPAN, KOTA PEKANBARU 28291",,"Kesenian, Hiburan, dan Rekreasi",,SUPER IDOL FAMILY KTV DAN BILLIARD,None,0761-572668,,,
132,"JL SUDIRMAN NO 1 RT. 16, BINTAN, KEC. DUMAI KOTA, KOTA D U M A I 28812",,"Kesenian, Hiburan, dan Rekreasi",,TEMPAT MAINAN ANAK ZONE,None,082285999462,,,
133,"JL RIAU MALL CIPUTRA SERAYA LT 3 NO 58 RT. 02/RW. 01, KAMPUNG BARU, KEC. SENAPELAN, KOTA PEKANBARU 28154",,"Kesenian, Hiburan, dan Rekreasi",,TIMEZONE MALL CIPUTRA SERAYA,None,0761-868868,,,
134,"MALL SKA RUKO BLOK H 118 RT. 02/RW. 12, DELIMA, KEC. TAMPAN, KOTA PEKANBARU 28291",,"Kesenian, Hiburan, dan Rekreasi",,V BOX,None,082391383456,,,
135,"JL SULTAN HASANUDDIN RT. 19, RIMBA SEKAMPUNG, KEC. DUMAI KOTA, KOTA D U M A I 28822",,"Kesenian, Hiburan, dan Rekreasi",,VIVA KAROKE,None,,,,
136,"JL KAPLING AMILIN NO 50, TENGKERANG UTARA, KEC. BUKIT RAYA, KOTA PEKANBARU 28282",,"Kesenian, Hiburan, dan Rekreasi",,WAHANA RIAU INDONESIA,PT,0761-7874132,,,
137,"JL LAGAM RT. 02/RW. 28, TUAH KARYA, KEC. TAMPAN, KOTA PEKANBARU 28251",,"Kesenian, Hiburan, dan Rekreasi",,WATER BOOM NAILA / PANGKA LAGAN,PT,082172025678,,,
138,"JL LABERSA RT. 01/RW. 09, TANAH MERAH, KEC. SIAK HULU, KAB. KAMPAR 28453",,"Kesenian, Hiburan, dan Rekreasi",,WATER PARK,None,0767-41555,,,www.hutahaean-roup.com
139,"MALL SKA RT. 02/RW. 72, DELIMA, KEC. TAMPAN, KOTA PEKANBARU 28291",,"Kesenian, Hiburan, dan Rekreasi",,YADA TOYS,None,,,,
140,"JL HR SOEBRANTAS RT. 01/RW. 04, SIDOMULYO BARAT, KEC. TAMPAN, KOTA PEKANBARU 28294",pekanbarusutomo@natasyaskin.co.id,"Kesenian, Hiburan, dan Rekreasi",,ZONE 2 0 0 0,None,081378788588,,,
141,"JL GAJAH MADA RT. 51, JELUTUNG, KEC. JELUTUNG, KOTA JAMBI 36136",,"Kesenian, Hiburan, dan Rekreasi",,CHARLY VHT KARAOKE,None,0741-445577,,,
142,"JL PROF M YAMIN KOMP WILTOP PLAZA RT. 05/RW. 02, KELURAHAN BUNGO BARAT, KEC. PASAR MUARA BUNGO, KAB. BUNGO 37212",,"Kesenian, Hiburan, dan Rekreasi",,EMI ARENA BERMAIN KELUARGA,PT,0747-7324100,,,
143,"JL GR DJAMIN DATUK BAGINDO RT. 13, TALANG BANJAR, KEC. JAMBI TIMUR, KOTA JAMBI 36142",,"Kesenian, Hiburan, dan Rekreasi",,FUN CITY,None,,,,
144,"JL M HUSNI THAMRIN MAAL KAPUK BLOK A NO 7- 10 RT. 3, BERINGIN, KEC. PASAR JAMBI, KOTA JAMBI",,"Kesenian, Hiburan, dan Rekreasi",,HAPPY PUPPY,None,0741-7555888,,,
145,"KOMP PURI MAYANG RT. 26, MAYANG MANGURAI, KEC. KOTA BARU, KOTA JAMBI 36126",satrio_mu@yahoo.com,"Kesenian, Hiburan, dan Rekreasi",,KOLAM RENANG PURI MAYANG,None,082178420868,,,
146,"JL SULTAN THAHA KOMP RUKO MAIL WTC BATANG HARI RT. 06, ORANG KAYO HITAM, KEC. PASAR JAMBI, KOTA JAMBI 36111",,"Kesenian, Hiburan, dan Rekreasi",,MASTER PIECE,None,,,,
147,"JL LINTAS KM 09 ARAH BANGKO, SUNGAI MENGKUANG, KEC. RIMBO TENGAH, KAB. BUNGO",ok.gmwn.semagi@gmail.com,"Kesenian, Hiburan, dan Rekreasi",,SEMAGI WATERBOOM PRAKASA,PT,082177608476,,,
148,"JL LINGKAR BARAT RT. 46, KENALI BESAR, KEC. KOTA BARU, KOTA JAMBI 36129",,"Kesenian, Hiburan, dan Rekreasi",,TAMAN WISATA KAMPOENG RADJA,None,0741-584060,,,
149,"JL PROF M YAMIN SH KOMP WILTOP PLAZA RT. 05/RW. 02, KELURAHAN BUNGO BARAT, KEC. PASAR MUARA BUNGO, KAB. BUNGO 37212",,"Kesenian, Hiburan, dan Rekreasi",,TERRAZONE INDONESIA,PT,087709996799,,,
150,"JL SULTHAN THAHA BLOK B NO 1 61-63 RT. 06, ORANG KAYO HITAM, KEC. PASAR JAMBI, KOTA JAMBI 36111",vizta_jambi@yahoo.com,"Kesenian, Hiburan, dan Rekreasi",,VIZTA NADA JAMBI,CV,0741-7837373,,,
151,"WTC LT SATU RT. 02, PASAR JAMBI, KEC. PASAR JAMBI, KOTA JAMBI 36113",,"Kesenian, Hiburan, dan Rekreasi",,WAITANA MAPALINDO,PT,085273073350,,,
152,"JL RADIAL KOMPIBI NO 22-26 RT. 11/RW. 03, 24 ILIR, KEC. BUKIT KECIL, KOTA PALEMBANG 30134",,"Kesenian, Hiburan, dan Rekreasi",,62 KTV RESTO DAN LOUNGE,None,0711-315014,,,
153,"KOMP CITRA GRAND CITY BLOK D RT. 93/RW. 20, TALANG KELAPA, KEC. ALANG ALANG LEBAR, KOTA PALEMBANG 30154",,"Kesenian, Hiburan, dan Rekreasi",,AMANZI CITRA GRAND CITY,None,,,,
154,"LIPPO PLAZA SAMPING GOR SRIWIJAYA JAKABARING RT. 29/RW. 07, SILABERANTI, KEC. SEBERANG ULU I, KOTA PALEMBANG 30252",,"Kesenian, Hiburan, dan Rekreasi",,AMAZON,None,,,,
155,"15 ULU, 15 ULU, KEC. SEBERANG ULU I, KOTA PALEMBANG 30257",,"Kesenian, Hiburan, dan Rekreasi",,AMAZONE OPI MALL,None,082101626206,,,
156,"JL JENDERAL SUDIRMAN NO 6 RT. 02/RW. 10, MUARA DUA, KEC. PRABUMULIH TIMUR, KOTA PRABUMULIH 31114",,"Kesenian, Hiburan, dan Rekreasi",,DE TONES BY AFGAN FAMILY KARAOKE,None,0713-330039,,,
157,"PIM LT 2, 24 ILIR, KEC. BUKIT KECIL, KOTA PALEMBANG",,"Kesenian, Hiburan, dan Rekreasi",,FUN WORLD,None,0711-7623162,,,
158,"JL DI PANJAITAN RT. 45/RW. 14, 16 ULU, KEC. SEBERANG ULU II, KOTA PALEMBANG 30265",,"Kesenian, Hiburan, dan Rekreasi",,FUNCITY (PRIMA SEKAR KARSA,PT,08578920880,,,
159,"JL KOL H BURLIAN RT. 01/RW. 01, SRIJAYA, KEC. ALANG ALANG LEBAR, KOTA PALEMBANG 30153",,"Kesenian, Hiburan, dan Rekreasi",,INDOSUMA PUTRA CITRA,PT,0711-410666,0711-410678,,
160,"JL POM IX RT. 30/RW. 09, LOROK PAKJO, KEC. ILIR BARAT I, KOTA PALEMBANG 30137",,"Kesenian, Hiburan, dan Rekreasi",,INUL VIZTA,None,,,,
161,"JL YOS SUDARSO KOMP KAROLINE NO 1-24 RT. 62, WATERVANG, KEC. LUBUK LINGGAU TIMUR I, KOTA LUBUKLINGGAU 31628",invizzllg@yahoo.com,"Kesenian, Hiburan, dan Rekreasi",,INUL VIZTA,None,0733-7329293,0733-7329216,,
162,"JL SRIWIJAYA RAYA KM 13 RT. 13/RW. 05, KARYA JAYA, KEC. KERTAPATI, KOTA PALEMBANG 30259",,"Kesenian, Hiburan, dan Rekreasi",,JASA HIBURAN FANTASY ISLAND,None,085100307398,,,
163,"JL STM BADARUDDIN RT. 19/RW. 05, KEMALA RAJA, KEC. BATU RAJA TIMUR, KAB. OGAN KOMERING ULU 32111",,"Kesenian, Hiburan, dan Rekreasi",,KARAOKE MANG CIPIT,None,081368178485,,,
164,"JL SULTAN MAHMUD BADARUDIN II KM 11 RT. 06/RW. 02, ALANG ALANG LEBAR, KEC. ALANG ALANG LEBAR, KOTA PALEMBANG 30154",,"Kesenian, Hiburan, dan Rekreasi",,MAHKOTA MAS KARAOKE,None,0711-384308,,,
165,"JL POM IX RT. 30/RW. 09, LOROK PAKJO, KEC. ILIR BARAT I, KOTA PALEMBANG 30137",,"Kesenian, Hiburan, dan Rekreasi",,NAV,None,,,,
166,"AREA OPI, 15 ULU, KEC. SEBERANG ULU I, KOTA PALEMBANG 30257",,"Kesenian, Hiburan, dan Rekreasi",,OPI WATER FUN,None,0711-5940051,,,
167,"JL AKBP CEK AGUS NO 23 KOMP LAPANGAN GOLF RT. 03/RW. 02, 8 ILIR, KEC. ILIR TIMUR II, KOTA PALEMBANG 30114",,"Kesenian, Hiburan, dan Rekreasi",,PGC (PERKUMPULAN KLUB GOLF),None,,,,
168,"JL PETANANG NO 1241 RT. 17/RW. 05, 20 ILIR I, KEC. ILIR TIMUR I, KOTA PALEMBANG 30126",selebriticafeplg@gmail.cpm,"Kesenian, Hiburan, dan Rekreasi",,SELEBRITI KARAOKE,PT,0711-323333,0711-312320,,
169,"JL DI PANJAITAN RT. 45/RW. 16, 16 ULU, KEC. SEBERANG ULU II, KOTA PALEMBANG 30265",,"Kesenian, Hiburan, dan Rekreasi",,TERRAZONE INDONESIA,PT,,,,
170,"GIANT EKSTRA KENTEN LT 1 RT. 17/RW. 04, 8 ILIR, KEC. ILIR TIMUR II, KOTA PALEMBANG 30114",,"Kesenian, Hiburan, dan Rekreasi",,TERRAZONE INDONESIA,PT,0711-564830,,,www.terrazone.co.id
171,"JL JENDRAL SUDIRMAN RT. 01/RW. 03, GUNUNG IBUL, KEC. PRABUMULIH TIMUR, KOTA PRABUMULIH",,"Kesenian, Hiburan, dan Rekreasi",,TOP MUSCLEZ GYM,None,,,,
172,"JL SAMUDRA ANGGUT BAWAH RT. 01/RW. 02, ANGGUT BAWAH, KEC. RATU SAMBAN, KOTA BENGKULU 38223",,"Kesenian, Hiburan, dan Rekreasi",,BB 9 BILLYAR,None,085384580448,,,
173,"JL CITANDUI RT. 08/RW. 03, LINKAR BARAT, KEC. GADING CEMPAKA, KOTA BENGKULU 38225",,"Kesenian, Hiburan, dan Rekreasi",,BENGKULU MANDIRI,PT,085368448080,,,
174,"JL PARIWISATA RT. 01/RW. 01, PENURUNAN, KEC. RATU SAMBAN, KOTA BENGKULU",,"Kesenian, Hiburan, dan Rekreasi",,FUN CITY,None,0736-26104,,,
175,"MEGA MALL LT 3, BELAKANG PONDOK, KEC. RATU SAMBAN, KOTA BENGKULU 38221",megabengkulu2@gmail.com,"Kesenian, Hiburan, dan Rekreasi",,FUN CITY MEGA BENGKULU,None,087770966615,,,
176,"JL PARIWISATA NO 01 BENGCOLEN MALL RT. 01/RW. 01, PENURUNAN, KEC. RATU SAMBAN, KOTA",,"Kesenian, Hiburan, dan Rekreasi",,INUL VIZTA,PT,0736-5611203,,,
177,"JL MAWAR RT. 01/RW. 01, NUSA INDAH, KEC. RATU AGUNG, KOTA BENGKULU 38224",,"Kesenian, Hiburan, dan Rekreasi",,MARAK BINTANG BENGKULU,PT,082178211286,,,
178,"JL PARIWISATA PANTAI PANJANG RT. 20/RW. 04, TANAH PATAH, KEC. RATU AGUNG, KOTA BENGKULU 38224",,"Kesenian, Hiburan, dan Rekreasi",,NEW MALIBU,None,085380085191,,,
179,"JL PARIWISATA PANTAI PANJANG RT. 05/RW. 01, LEMPUING, KEC. RATU AGUNG, KOTA BENGKULU 38223",newrainbow.bengkulu@gmail.com,"Kesenian, Hiburan, dan Rekreasi",,NEWRAINBOW LIVE MUSIC,None,081294074422,,,
180,"JL PEMBANGUNAN NO 3 RT. 03/RW. 01, JEMBATAN KECIL, KEC. SINGARAN PATI, KOTA BENGKULU 38224",,"Kesenian, Hiburan, dan Rekreasi",,PENGELOLA LAPANGAN GOLF,None,0736-25938,,,
181,"JL KARTINI NO-49 RT. 01, PALAPA, KEC. TANJUNG KARANG PUSAT, KOTA BANDAR LAMPUNG 35116",malkartini@com,"Kesenian, Hiburan, dan Rekreasi",,BINA DAYA PARAMA,PT,081272888905,,,
182,"SLYOSSUDARSO NO 294 LKI RT. 13, SUKARAJA, KEC. BUMI WARAS, KOTA BANDAR LAMPUNG 35226",,"Kesenian, Hiburan, dan Rekreasi",,CAFE ORGANICE SAHID,None,081379911888,,,
183,"JL RADEN INTAN RT. 02, PELITA, KEC. ENGGAL, KOTA BANDAR LAMPUNG 35117",,"Kesenian, Hiburan, dan Rekreasi",,CAFE RED NINE,None,0721-260265,,,
184,"MBK, JL TEUKU UMAR RT. 6, KEDATON, KEC. KEDATON, KOTA BANDAR LAMPUNG 35141",,"Kesenian, Hiburan, dan Rekreasi",,CINEMA XXI,None,082119448191,,,
185,"DSN 06 RT. 25, TANJUNG HARAPAN, KEC. SEPUTIH BANYAK, KAB. LAMPUNG TENGAH 34156",,"Kesenian, Hiburan, dan Rekreasi",,DALANG (SARMO CARITO),None,082281862798,,,
186,"JL P MOROTAI NO 53 RT. 06, JAGABAYA III, KEC. WAY HALIM, KOTA BANDAR LAMPUNG 35132",thedomesportarena@hotz.al.com,"Kesenian, Hiburan, dan Rekreasi",,DOME SPORT ARENA(DOME FUTSAL),CV,0721-7621166,0721-786918,,
187,"SIMPUR CENTRE 1 RT. 08, TANJUNG KARANG, KEC. ENGGAL, KOTA BANDAR LAMPUNG 35111",,"Kesenian, Hiburan, dan Rekreasi",,FUN CITY SIMPUR CENTRE 1,None,0721-265854,,,
188,"CENTRAL PLAZA, JL RA KARTINI NO 21 RT. 01, DURIAN PAYUNG, KEC. TANJUNG KARANG PUSAT, KOTA BANDAR LAMPUNG 35116",fanword-drima@ponword.coid,"Kesenian, Hiburan, dan Rekreasi",,FUN WORLD PRIMA,PT,,,,
189,"JL PAGAR ALAM LKI RT. 04, SEGALA MIDER, KEC. TANJUNG KARANG BARAT, KOTA BANDAR LAMPUNG 35152",,"Kesenian, Hiburan, dan Rekreasi",,GOKART (JONI ALAMSYAH),None,082375523275,,,
190,"JL JENDRAL SUDIRMAN NO 873 RT. 14/RW. 03, IMOPURO, KEC. METRO PUSAT, KOTA METRO 34111",,"Kesenian, Hiburan, dan Rekreasi",,GRAND CHARLY VHT METRO,None,082281812200,07257852151,,
191,"JL MAJAPAHIT NO 8 RT. 12/RW. 02, ENGGAL, KEC. ENGGAL, KOTA BANDAR LAMPUNG 35118",,"Kesenian, Hiburan, dan Rekreasi",,GRAND KARAOKE,None,,,,
192,"JL RADEN INTAN NO 73 PLAZA LOTUS LT 4 RT. 12/RW. 05, ENGGAL, KEC. ENGGAL, KOTA BANDAR LAMPUNG 35118",,"Kesenian, Hiburan, dan Rekreasi",,INUL VISTA FAMILY KARAOKE,None,0721-251001,,,
193,"JL JENDRAL SUDIRMAN RT. 14/RW. 03, IMOPURO, KEC. METRO PUSAT, KOTA METRO 34111",,"Kesenian, Hiburan, dan Rekreasi",,INUL VIZTA,None,081283128312,,,www.vizta.co.id
194,"JL TIRTAYASA RT. 05, SUKABUMI INDAH, KEC. SUKABUMI, KOTA BANDAR LAMPUNG",,"Kesenian, Hiburan, dan Rekreasi",,KARAOKE BYLON,None,,,,
195,"DSN 5 RT. 15/RW. 05, PURWODADI, KEC. TRIMURJO, KAB. LAMPUNG TENGAH 34117",,"Kesenian, Hiburan, dan Rekreasi",,KARAOKE NEW STAR ONE,None,0725-7852648,,,
196,"ZAINAL ABIDIN PAGAR ALAM NO RAMAYANA LT RT. 01, RAJABASA NUNYAI, KEC. RAJABASA, KOTA BANDAR LAMPUNG 35144",,"Kesenian, Hiburan, dan Rekreasi",,KING KARAOKE,None,0721-8014421,0721-8014421,,
197,"KOLAM RENANG VILLA CITRA RT. 11, JAGABAYA III, KEC. WAY HALIM, KOTA BANDAR LAMPUNG 35132",,"Kesenian, Hiburan, dan Rekreasi",,KOLAM CITRA LAGUNA,None,0721-269591,,,
198,"JL IMBA KESUMA RATU RT. 5/RW. 1, SUKADANA HAM, KEC. TANJUNG KARANG BARAT, KOTA BANDAR LAMPUNG 35156",lembanhijau.lmpung@gmall.com,"Kesenian, Hiburan, dan Rekreasi",,LEMBAH HIJAU,None,0721-8030936,,,www.lembahhijaulampung.com
199,"JL TEUKU UMAR STAGUNG KOMP MAL BUMI KEDATON RT. 06, KEDATON, KEC. KEDATON, KOTA BANDAR LAMPUNG 35141",kedaton_mall@timezone.co.id,"Kesenian, Hiburan, dan Rekreasi",,MATAHARI FANTASI,PT,0721-8015564,0721-8015564,,
200,"JL RADEN INTAN NO 99 RUKO 4/5 RT. 12/RW. 01, ENGGAL, KEC. ENGGAL, KOTA BANDAR LAMPUNG 35118",,"Kesenian, Hiburan, dan Rekreasi",,NAV KARAOKE KELUARGA,None,0721-250053,,,
201,"CENTRAL PLAZA, JL RA KARTINI NO 21 RT. 01, DURIAN PAYUNG, KEC. TANJUNG KARANG PUSAT, KOTA BANDAR LAMPUNG 35116",,"Kesenian, Hiburan, dan Rekreasi",,NUSANTARA SEJAHTERA RAYA BIOSKOP 21,None,0721-262446,0721-262321,,
202,"JL YOS SUDRASO NO 272 LKI RT. 12, SUKARAJA, KEC. BUMI WARAS, KOTA BANDAR LAMPUNG 35226",,"Kesenian, Hiburan, dan Rekreasi",,NYX KARAOKE,None,0721-481240,,,nyxktv.com
203,"JL MARTADINATA TAMAN DUTA WISATA LK 2 RT. 02, SUKAMAJU, KEC. TELUKBETUNG TIMUR, KOTA BANDAR LAMPUNG 35236",,"Kesenian, Hiburan, dan Rekreasi",,PANTAI DUTA WISATA,None,0721-470977,,,
204,"JL TEUKU UMAR NO 1 MBK RT. 06, KEDATON, KEC. KEDATON, KOTA BANDAR LAMPUNG 35141",,"Kesenian, Hiburan, dan Rekreasi",,PLAYLAND (DEDEN),None,085269943185,,,
205,"JL YOS SUDARSO LK 2 RT. 19, SUKARAJA, KEC. BUMI WARAS, KOTA BANDAR LAMPUNG 35226",,"Kesenian, Hiburan, dan Rekreasi",,SANTAI KARAOKE,None,0721-474920,,,
206,"JL YOS SUDARSO NO LK 1 RT. 12, SUKARAJA, KEC. BUMI WARAS, KOTA BANDAR LAMPUNG 35226",,"Kesenian, Hiburan, dan Rekreasi",,TANAKA KARAOKE,None,0721-483304,0721-00100,,
207,"JL PROKLAMATOR RAYA NO 83 RT. 09, BANDAR JAYA BARAT, KEC. TERBANGGI BESAR, KAB. LAMPUNG TENGAH 34163",,"Kesenian, Hiburan, dan Rekreasi",,TIME ZONE,None,085279768250,,,
208,"JL KARTINI RT. 01, PALAPA, KEC. TANJUNG KARANG PUSAT, KOTA BANDAR LAMPUNG 35116",kartinilampung@t.zone.co.id,"Kesenian, Hiburan, dan Rekreasi",,TIMEZONE PT MATAHARI GRAHA FANTASY,None,0721-242345,,,
209,"JL YOS SUDARSO NO 183 LK2 RT. 06, SUKARAJA, KEC. BUMI WARAS, KOTA BANDAR LAMPUNG 25226",,"Kesenian, Hiburan, dan Rekreasi",,VIVA FUTSAL,None,08789980675,,,
210,"JL WA RAHMAN LK 1 RT. 06, BATU PUTUK, KEC. TELUK BETUNG BARAT, KOTA BANDAR LAMPUNG 35239",,"Kesenian, Hiburan, dan Rekreasi",,WAHANA SATWA KOLAM BERENANG,None,,,,
211,"PERUM CITRA GARDEN LK 1 RT. 05, NEGERI OLOK GADING, KEC. TELUK BETUNG BARAT, KOTA BANDAR LAMPUNG 35233",,"Kesenian, Hiburan, dan Rekreasi",,WATER PARK,None,081369901388,,,
212,"JL RADEN INTAN NO 1 RT. 05/RW. 01, GUNUNG SARI, KEC. ENGGAL, KOTA BANDAR LAMPUNG",,"Kesenian, Hiburan, dan Rekreasi",,ZONE 2000,None,,,,
213,"THE GREENLAND CITY SELINDUNG RT. 02/RW. 01, SELINDUNG, KEC. GABEK, KOTA PANGKAL PINANG 33117",,"Kesenian, Hiburan, dan Rekreasi",,ADI PERKASA PERDANA,PT,0717-4262188,,,
214,"JALAN VETERAN RT. 08/RW. 03, PARIT, KEC. TANJUNG PANDAN, KAB. BELITUNG 33416",,"Kesenian, Hiburan, dan Rekreasi",,BARATA GUNA INDO GANESA,PT,0719-25618,,,
215,"JALAN JENDRAL SUDIRMAN BLOK A-F RT. 01/RW. 01, PASAR PADI, KEC. GIRIMAYA, KOTA PANGKAL PINANG 33132",divakaroeke2010@yahoo.com,"Kesenian, Hiburan, dan Rekreasi",,DIVA KARAOKE,None,0717-434322,,,www.divakaroeke.co.id
216,"JL M BADARUDIN PEMALI RT. 01, PEMALI, KEC. PEMALI, KAB. BANGKA 33255",,"Kesenian, Hiburan, dan Rekreasi",,EL JOHN TIRTA EMAS WISATA,PT,085273457418,,,
217,"JL LETKOL SALEH ODE 10 RT. 09/RW. 03, KACANG PEDANG, KEC. GERUNGGANG, KOTA PANGKAL PINANG 33115",,"Kesenian, Hiburan, dan Rekreasi",,ELIN GAMES,None,081271230054,,,
218,"JL PULAU BANGKA RT. 07, PADANG BARU, KEC. PANGKALAN BARU, KAB. BANGKA TENGAH 33171",,"Kesenian, Hiburan, dan Rekreasi",,KARAOKE DAN PUB EVENT,None,085267328963,,,
219,"RUKO BANGKA ASRI RT. 14, DUL, KEC. PANGKALAN BARU, KAB. BANGKA TENGAH 33171",,"Kesenian, Hiburan, dan Rekreasi",,KARAOKE MASTER PEACE,PT,0717-4261118,,,
220,"BLIK A NO 6 BTC RT. 01/RW. 01, PASAR PADI, KEC. GIRIMAYA, KOTA PANGKAL PINANG 33131",,"Kesenian, Hiburan, dan Rekreasi",,KARAOKE NAV,PT,0717-4261333,,,
221,"J L SOEKARN O HATTA <GIANT EKSTRA> RT. 13/RW. 05, DUL, KEC. PANGKALAN BARU, KAB. BANGKA TENGAH 33171",trzbangka@terazone.co.id,"Kesenian, Hiburan, dan Rekreasi",,TERRAZONE BANGKA PT,None,0717-9100626,,,tarrazone.com
222,"LANTAI 2 RAMAYANA RT. 01/RW. 01, PASAR PADI, KEC. GIRIMAYA, KOTA PANGKAL PINANG 33131",,"Kesenian, Hiburan, dan Rekreasi",,ZONE 2000,None,08119195953,,,
223,"RUKO NAGOYA HILL BLK J N025 RT. 02/RW. 13, LUBUK BAJA KOTA, KEC. LUBUK BAJA, KOTA B A T A M 29444",,"Kesenian, Hiburan, dan Rekreasi",,10 FIT,None,0778-7430377,,,
224,"CITY WALK LT3 RT. 03/RW. 04, LUBUK BAJA KOTA, KEC. LUBUK BAJA, KOTA B A T A M 29444",,"Kesenian, Hiburan, dan Rekreasi",,3D MUSEUM <TARMAN>,None,,,,
225,"GERAHA PENA LT B BOSG RT. 02/RW. 08, TELUK TERING, KEC. BATAM KOTA, KOTA B A T A M 29461",,"Kesenian, Hiburan, dan Rekreasi",,ADHIGANA PRATAMA R MULTA,PT,0778-460834,,,
226,"NAGOYA CITY LT 11 BLOK CA RT. 03/RW. 04, LUBUK BAJA KOTA, KEC. LUBUK BAJA, KOTA B A T A M 29444",,"Kesenian, Hiburan, dan Rekreasi",,ALLEGRO <HENDRI HARYONO>,None,,,,
227,"DC MALL LANTAI 2 BLOK GM NO 1 RT. 02/RW. 10, BATU SELICIN, KEC. LUBUK BAJA, KOTA B A T A M 29432",,"Kesenian, Hiburan, dan Rekreasi",,AMAZONE GAME,None,0778-400229,,,
228,"GOLDEN CITY BLOK 1 NO 2- 1 RT. 05/RW. 16, TANJUNG BUNTUNG, KEC. BENGKONG, KOTA B A T A M 29432",,"Kesenian, Hiburan, dan Rekreasi",,ANEKA SARANA SENTOSA,PT,081276609616,,,
229,"RUKO NUSA BATAM BLOK 2-3 RT. 02/RW. 20, SUNGAI LANGKAI, KEC. SAGULUNG, KOTA B A T A M 29439",,"Kesenian, Hiburan, dan Rekreasi",,AYOKE FAMILY,None,081808081627,,,
